,Ticker,% Held by Insiders,% Held by Institutions,200-Day Moving Average,5 Year Average Dividend Yield,50-Day Moving Average,52 Week High,52 Week Low,52-Week Change,Avg Vol (10 day),Avg Vol (3 month),Beta (3Y Monthly),Book Value Per Share (mrq),Current Ratio (mrq),Diluted EPS (ttm),Dividend Date,EBITDA,Enterprise Value,Enterprise Value/EBITDA,Enterprise Value/Revenue,Ex-Dividend Date,Fiscal Year Ends,Float,Forward Annual Dividend Rate,Forward Annual Dividend Yield,Forward P/E,Gross Profit (ttm),Last Split Date,Last Split Factor (new per old),Levered Free Cash Flow (ttm),Market Cap (intraday),Most Recent Quarter (mrq),Net Income Avi to Common (ttm),Operating Cash Flow (ttm),Operating Margin (ttm),PEG Ratio (5 yr expected),Payout Ratio,Price/Book (mrq),Price/Sales (ttm),Profit Margin,Quarterly Earnings Growth (yoy),Quarterly Revenue Growth (yoy),Return on Assets (ttm),Return on Equity (ttm),Revenue (ttm),Revenue Per Share (ttm),S&P500 52-Week Change,Shares Outstanding,Shares Short,"Shares Short (Aug 31, 2018)","Shares Short (Nov 15, 2019)",Shares Short (prior month ),"Shares Short (prior month Jul 31, 2018)","Shares Short (prior month Oct 15, 2019)",Short % of Float,"Short % of Float (Aug 31, 2018)","Short % of Float (Nov 15, 2019)",Short % of Shares Outstanding,"Short % of Shares Outstanding (Aug 31, 2018)","Short % of Shares Outstanding (Nov 15, 2019)",Short Ratio,"Short Ratio (Aug 31, 2018)","Short Ratio (Nov 15, 2019)",Total Cash (mrq),Total Cash Per Share (mrq),Total Debt (mrq),Total Debt/Equity (mrq),Trailing Annual Dividend Rate,Trailing Annual Dividend Yield,Trailing P/E,Symbol,Name,Sector
258,EFX,0.0044,0.8867,137.27,1.17,138.79,148.59,88.68,0.35600000000000004,576720.0,817810.0,1.21,20.77,0.57,-3.17,1.5761952e+18,719900000.0,20090000000.0,27.91,5.85,1.5742944e+18,1.5462144e+18,120290000.0,1.56,0.011200000000000002,23.59,1970000000.0,8.192448e+17,1/2,442960000.0,16739999999.999998,1.5698016e+18,-382400000.0,247900000.0,0.11359999999999999,7.61,,6.65,4.87,-0.11130000000000001,1.112,0.05,0.0335,-0.13,3440000000.0,28.46,0.12560000000000002,121080000.0,,,2590000.0,,,2890000.0,,,0.024,,,0.021400000000000002,,,2.61,167500000.0,1.38,3310000000.0,129.32,1.56,0.011200000000000002,,EFX,Equifax Inc.,Industrials
259,EXPD,0.0064,0.9834,73.64,1.38,75.36,81.15,62.9,-0.027700000000000002,1620000.0,920710.0,0.94,12.97,2.34,3.62,1.5764544e+18,855000000.0,11890000000.0,13.91,1.42,1.5749856e+18,1.5462144e+18,169140000.0,1.0,0.0134,19.89,1070000000.0000001,1.15128e+18,1/2,515200000.00000006,12560000000.0,1.5698016e+18,632280000.0,708740000.0,0.096,4.03,0.26239999999999997,5.69,1.5,0.0756,-0.015,-0.008,0.1426,0.3043,8369999999.999999,48.8,0.12560000000000002,170300000.0,,,4160000.0,,,4390000.0,,,0.0278,,,0.0244,,,4.73,1220000000.0,7.14,375420000.0,16.99,0.95,0.012700000000000001,20.36,EXPD,Expeditors International,Industrials
260,FAST,0.0025,0.8843000000000001,32.62,2.62,36.38,37.91,24.6,0.1894,2680000.0,4610000.0,1.24,4.51,4.51,1.36,1.5743808e+18,1200000000.0,20870000000.0,17.42,3.95,1.5718752e+18,1.5462144e+18,571420000.0,0.88,0.0248,23.95,2400000000.0,1.5585696e+18,1/2,365340000.0,20050000000.0,1.5698016e+18,781000000.0,768300000.0,0.19870000000000002,1.36,0.625,7.76,3.79,0.1477,0.08,0.078,0.18739999999999998,0.31870000000000004,5290000000.0,9.23,0.12560000000000002,573530000.0,,,34170000.0,,,40770000.0,,,0.0678,,,0.0596,,,7.75,191200000.0,0.33,685400000.0,26.51,0.85,0.0239,25.65,FAST,Fastenal Co,Industrials
261,FDX,0.05940000000000001,0.7275,159.1,0.88,156.93,234.49,137.78,-0.3043,1990000.0,2700000.0,1.72,69.62,1.31,1.7,1.5779232e+18,4920000000.0,72160000000.0,14.66,1.04,1.5755904e+18,1.5592608e+18,240480000.0,2.6,0.016200000000000003,11.35,14930000000.0,9.260352e+17,1/2,-1830000000.0,41230000000.0,1.5672096e+18,449000000.0,5480000000.0,0.0215,2.2,1.4688999999999999,2.27,0.59,0.006500000000000001,-0.10800000000000001,-0.0,0.015500000000000002,0.024100000000000003,69690000000.0,267.26,0.12560000000000002,260910000.00000003,,,5950000.0,,,6900000.0,,,0.024700000000000003,,,0.022799999999999997,,,2.64,2390000000.0,9.16,32790000000.0,180.52,2.6,0.016200000000000003,92.85,FDX,FedEx Corporation,Industrials
262,FLS,0.0027,1.0675000000000001,47.77,1.59,48.39,54.16,35.88,-0.0033000000000000004,434760.0,826840.0,1.69,13.34,2.29,1.88,1.5701472e+18,505280000.0,7390000000.0,14.63,1.91,1.5688512e+18,1.5462144e+18,130620000.0,0.76,0.015600000000000001,19.62,1230000000.0,1.372032e+18,1/3,263620000.0,6340000000.0,1.5698016e+18,246980000.0,308480000.0,0.1101,1.41,0.4043,3.63,1.64,0.0639,1.4269999999999998,0.046,0.056799999999999996,0.1499,3860000000.0,29.49,0.12560000000000002,130860000.00000001,,,4300000.0,,,5010000.0,,,0.049100000000000005,,,0.0329,,,5.35,547270000.0,4.18,1540000000.0,87.12,0.76,0.015600000000000001,25.78,FLS,Flowserve Corporation,Industrials
263,FLR,0.0059,0.9051,23.58,1.75,18.59,42.18,16.0,-0.5783,2900000.0,2420000.0,2.19,11.12,1.38,-9.32,1.5780096e+18,-119110000.0,2680000000.0,-22.48,0.14,1.5753312e+18,1.5462144e+18,131900000.0,0.73,0.0412,10.69,669920000.0,1.2162528e+18,1/2,114340000.0,2400000000.0,1.5698016e+18,-1270000000.0,240350000.0,-0.0169,-0.14,,1.54,0.13,-0.0705,,0.025,-0.023,-0.5125,18520000000.0,132.23,0.12560000000000002,140170000.0,,,10380000.0,,,8840000.0,,,0.0835,,,0.07400000000000001,,,4.3,1850000000.0,13.22,1960000000.0,116.48,0.84,0.04820000000000001,,FLR,Fluor Corp.,Industrials
264,FTV,0.1225,0.8771,73.41,,71.12,89.48,62.89,-0.0499,1200000.0,2140000.0,1.24,21.3,1.19,7.64,1.5774048e+18,1500000000.0,29420000000.0,19.61,4.16,1.5748128e+18,1.5462144e+18,294810000.0,0.28,0.0039000000000000003,18.94,3320000000.0,,,1010000000.0,24100000000.0,1.5695424e+18,717600000.0,1240000000.0,0.1559,2.13,0.13210000000000002,3.37,3.41,0.37570000000000003,-0.156,0.162,0.0452,0.12090000000000001,7080000000.0,21.1,0.12560000000000002,335800000.0,,,7090000.0,,,7800000.0,,,0.028700000000000003,,,0.0211,,,3.6,1060000000.0,3.16,6230000000.0,87.01,0.28,0.0039000000000000003,9.4,FTV,Fortive Corp,Industrials
265,FBHS,0.0069,0.8987999999999999,55.25,1.25,61.16,64.97,35.27,0.4086,895140.0,1190000.0,1.53,16.78,1.38,2.92,1.5766272e+18,892900000.0,10990000000.0,12.31,1.92,1.5748128e+18,1.5462144e+18,138230000.0,0.88,0.0139,15.81,1980000000.0,,,408790000.0,8690000000.0,1.5698016e+18,413000000.0,614100000.0,0.1294,2.45,0.2945,3.72,1.52,0.0723,0.057999999999999996,0.057,0.0742,0.18059999999999998,5710000000.0,40.75,0.12560000000000002,139150000.0,,,2550000.0,,,3380000.0,,,0.0204,,,0.0184,,,1.84,336200000.0,2.42,2520000000.0,107.9,0.86,0.013600000000000001,21.4,FBHS,Fortune Brands Home & Security,Industrials
266,GD,,,180.5,,180.41,193.76,143.87,,1220000.0,1290000.0,,,,,1.573776e+18,,,,,,,,,,,6710000000.0,,,,51490000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.99,0.022000000000000002,15.43,GD,General Dynamics,Industrials
267,GE,0.0016,0.5864,9.74,3.45,10.4,11.84,6.4,0.5007,45520000.0,53420000.0,1.14,3.2,1.85,-0.62,1.5719616e+18,14250000000.0,182210000000.0,12.79,1.52,1.5683328e+18,1.5462144e+18,8720000000.0,0.04,0.0034999999999999996,16.66,23220000000.0,1.5511392e+18,100/104,10340000000.0,97470000000.0,1.5698016e+18,9000000.0,9870000000.0,0.058600000000000006,4.2,2.0,3.49,0.81,-0.0412,,-0.001,0.015300000000000001,0.0165,120080000000.0,13.78,0.12560000000000002,8730000000.0,,,95960000.0,,,114340000.0,,,0.0111,,,0.011000000000000001,,,1.55,13860000000.0,1.59,96410000000.0,330.71,0.04,0.0034999999999999996,,GE,General Electric,Industrials
268,GWW,0.1739,0.7989,286.19,2.04,316.87,327.76,255.09,-0.0008,290160.0,358380.0,0.96,34.73,2.16,17.08,1.5751584e+18,1650000000.0,19390000000.0,11.78,1.7,1.5730848e+18,1.5462144e+18,43050000.0,5.76,0.0182,16.81,4350000000.0,8.978688e+17,1/2,699560000.0,16969999999.999998,1.5698016e+18,949000000.0,1080000000.0,0.12369999999999999,1.92,0.32770000000000005,9.07,1.49,0.08380000000000001,1.24,0.040999999999999995,0.1487,0.4779,11400000000.0,206.43,0.12560000000000002,53870000.0,,,1850000.0,,,2140000.0,,,0.048,,,0.0344,,,4.94,286000000.0,5.31,2400000000.0,115.88,5.6,0.0177,18.45,GWW,Grainger (W.W.) Inc.,Industrials
269,HON,0.0038,0.7709999999999999,170.34,1.97,175.16,183.12,123.48,0.1985,2350000.0,2780000.0,1.14,25.34,1.32,8.56,1.5755904e+18,8600000000.0,134740000000.00002,15.67,3.65,1.5736896e+18,1.5462144e+18,682540000.0,3.6,0.0202,19.81,12760000000.0,1.5407712e+18,1000/1032,4570000000.0,124560000000.0,1.5698016e+18,6300000000.0,5840000000.0,0.20370000000000002,3.45,0.3832,6.88,3.37,0.1706,-0.305,-0.156,0.0771,0.3473,36940000000.0,50.88,0.12560000000000002,714530000.0,,,7040000.0,,,5390000.0,,,0.0097,,,0.0099,,,2.55,12360000000.0,17.3,19320000000.0,105.51,3.28,0.0184,20.35,HON,Honeywell Int'l Inc.,Industrials
270,HII,0.0233,0.8693000000000001,220.58,1.23,235.71,260.81,173.8,0.1764,268720.0,263980.0,1.19,41.58,1.04,14.65,1.5761952e+18,976000000.0,12020000000.0,12.31,1.38,1.5748128e+18,1.5462144e+18,39860000.0,4.12,0.016399999999999998,13.02,1790000000.0,1.0705824e+18,2/1,239380000.0,10230000000.0,1.5698016e+18,612000000.0,978000000.0,0.0885,-9.95,0.2356,6.01,1.18,0.0705,-0.32799999999999996,0.065,0.0718,0.3467,8690000000.0,207.92,0.12560000000000002,40900000.0,,,828540.0,,,895240.0,,,0.0233,,,0.0203,,,2.93,32000000.0,0.78,1760000000.0,103.05,3.44,0.013700000000000002,17.07,HII,Huntington Ingalls Industries,Industrials
271,INFO,0.0688,0.9808,65.31,,70.34,73.11,44.52,0.34500000000000003,1420000.0,1940000.0,0.87,20.54,0.71,0.93,,1500000000.0,34080000000.0,22.72,7.81,,1.543536e+18,398630000.0,,,25.21,2520000000.0,1.468368e+18,1/3,1130000000.0,28920000000.0,1.5672096e+18,381400000.0,1380000000.0,0.21170000000000003,2.43,0.0,3.51,6.63,0.0874,-0.616,0.111,0.0359,0.0468,4360000000.0,10.94,0.12560000000000002,400990000.0,,,8210000.000000001,,,8480000.0,,,0.022000000000000002,,,0.020499999999999997,,,4.71,124100000.0,0.31,5050000000.0,61.23,,,77.54,INFO,IHS Markit Ltd.,Industrials
272,ITW,0.002,0.7974,155.39,2.13,169.78,179.29,117.75,0.2502,780360.0,1140000.0,1.23,9.23,2.81,7.59,1.5790464e+18,3890000000.0,62040000000.0,15.96,4.36,1.577664e+18,1.5462144e+18,318090000.0,4.28,0.0246,21.56,6160000000.0,1.1486016e+18,1/2,1950000000.0,55310000000.0,1.5698016e+18,2490000000.0,3030000000.0,0.2426,6.56,0.5362,18.65,3.89,0.1749,0.034,-0.037000000000000005,0.1424,0.7634000000000001,14220000000.0,43.61,0.12560000000000002,321410000.0,,,7040000.0,,,7910000.0,,,0.025,,,0.0219,,,5.5,1820000000.0,5.68,7830000000.0,263.5,4.07,0.0233,22.68,ITW,Illinois Tool Works,Industrials
273,IR,0.0039000000000000003,0.843,122.83,1.81,125.94,132.42,85.15,0.24120000000000003,1150000.0,1250000.0,1.23,30.21,1.28,5.56,1.5777504e+18,2460000000.0,36760000000.0,14.93,2.25,1.575504e+18,1.5462144e+18,238750000.0,2.12,0.016200000000000003,18.63,4890000000.0,1.3859424e+18,1000/1252,1090000000.0,30980000000.0,1.5698016e+18,1350000000.0,1560000000.0,0.12890000000000001,2.0,0.38689999999999997,4.28,1.9,0.08380000000000001,-0.109,0.078,0.06820000000000001,0.1869,16340000000.0,67.34,0.12560000000000002,239600000.0,,,2620000.0,,,2340000.0,,,0.010900000000000002,,,0.011000000000000001,,,1.79,830900000.0,3.47,6140000000.0,84.3,2.12,0.016200000000000003,23.25,IR,Ingersoll-Rand PLC,Industrials
274,JBHT,0.20379999999999998,0.7354,103.73,0.96,116.92,122.29,83.64,0.10099999999999999,439460.0,793710.0,1.13,20.58,1.29,4.22,1.5743808e+18,1160000000.0,13660000000.0,11.82,1.51,1.5730848e+18,1.5462144e+18,84500000.0,1.04,0.009000000000000001,19.15,1460000000.0,1.1168928e+18,1/2,-21930000.0,12180000000.0,1.5698016e+18,460320000.0,1250000000.0,0.0743,2.42,0.24170000000000003,5.55,1.35,0.051,-0.09699999999999999,0.07,0.083,0.2154,9030000000.0,83.66,0.12560000000000002,106580000.0,,,4740000.0,,,4820000.0,,,0.054900000000000004,,,0.044500000000000005,,,5.43,75130000.0,0.7,1420000000.0,64.52,1.02,0.0088,27.12,JBHT,J. B. Hunt Transport Services,Industrials
275,JEC,0.005200000000000001,0.9009,86.75,,93.88,98.08,55.17,0.3957,1670000.0,977400.0,1.35,43.01,1.34,6.09,1.5725664e+18,929970000.0,13060000000.0,14.04,1.02,1.5700608e+18,1.5695424e+18,132060000.0,0.68,0.0074,13.75,2480000000.0,1.4871168e+18,1/2,687640000.0,11870000000.0,1.5695424e+18,289750000.0,-366440000.0,0.059800000000000006,1.25,0.3254,2.08,0.93,0.0666,,0.134,0.0395,0.0536,12740000000.0,92.37,0.12560000000000002,132850000.0,,,2950000.0,,,3270000.0,,,0.020800000000000003,,,0.0217,,,3.77,631070000.0,4.75,1400000000.0,24.29,0.66,0.0072,14.67,JEC,Jacobs Engineering Group,Industrials
276,JCI,0.0016,0.9231999999999999,41.77,2.59,42.72,44.82,28.3,0.2223,3400000.0,4710000.0,1.2,25.42,1.37,6.49,1.5701472e+18,2660000000.0,38520000000.0,14.5,1.61,1.5683328e+18,1.5698016e+18,769280000.0,1.04,0.024300000000000002,14.73,7690000000.0,1.47312e+18,1000/955,1940000000.0,32610000000.0,1.5698016e+18,1100000000.0,1200000000.0,0.0764,0.71,0.8254000000000001,1.66,1.36,0.23670000000000002,-0.20600000000000002,0.015,0.025099999999999997,0.059500000000000004,23970000000.0,27.54,0.12560000000000002,771420000.0,,,18470000.0,,,20010000.0,,,0.0229,,,0.0239,,,3.57,2800000000.0,3.64,7220000000.0,34.66,1.04,0.024300000000000002,6.51,JCI,Johnson Controls International,Industrials
277,KSU,0.0051,0.8538,129.33,1.33,147.98,156.98,90.55,0.4719,825900.0,940460.0,0.96,49.13,0.78,5.68,1.5796512e+18,1380000000.0,18200000000.0,13.23,6.43,1.577664e+18,1.5462144e+18,98530000.0,1.6,0.0105,19.02,1300000000.0,9.634464e+17,2/1,266120000.0,15040000000.0,1.5698016e+18,572600000.0,1100000000.0,0.3617,1.54,0.2535,3.09,5.31,0.2024,0.038,0.07,0.067,0.11170000000000001,2830000000.0,28.24,0.12560000000000002,99120000.0,,,3200000.0,,,2670000.0,,,0.0471,,,0.0323,,,2.65,61600000.0,0.62,2820000000.0,54.29,1.44,0.0094,26.71,KSU,Kansas City Southern,Industrials
278,LMT,0.0009,0.7866,371.94,2.62,382.18,399.96,241.18,0.3175,787680.0,1080000.0,0.95,13.85,1.28,21.03,1.5774048e+18,9240000000.0,122440000000.0,13.25,2.1,1.5749856e+18,1.5462144e+18,238160000.0,9.6,0.0246,15.81,7370000000.0,9.15408e+17,1/2,3830000000.0,108210000000.0,1.5697152e+18,5980000000.0,8039999999.999999,0.1401,1.34,0.4183,27.69,1.85,0.1026,0.092,0.06,0.10779999999999999,2.4236,58350000000.0,206.55,0.12560000000000002,282070000.0,,,3350000.0,,,2860000.0,,,0.0141,,,0.011899999999999999,,,2.84,2540000000.0,9.0,14630000000.0,371.68,8.8,0.0225,18.24,LMT,Lockheed Martin Corp.,Industrials
279,MAS,0.0061,0.9540000000000001,40.99,1.19,45.45,47.51,27.03,0.43100000000000005,1920000.0,2710000.0,1.43,-0.5,1.46,2.29,1.5735168e+18,1450000000.0,16100000000.000002,11.08,1.92,1.5706656e+18,1.5462144e+18,282040000.0,0.54,0.0116,17.71,2730000000.0,1.4357088e+18,1000/1138,767250000.0,13120000000.0,1.5698016e+18,757000000.0,983000000.0,0.1533,2.42,0.18600000000000003,,1.56,0.0804,-0.3,0.023,0.1446,7.0609,8400000000.0,28.83,0.12560000000000002,286070000.0,,,10290000.0,,,8930000.0,,,0.0394,,,0.036000000000000004,,,4.03,475000000.0,1.67,3180000000.0,13847.83,0.5,0.0106,20.04,MAS,Masco Corp.,Industrials
280,NLSN,0.0045000000000000005,1.0993000000000002,21.78,3.66,20.47,28.5,17.94,-0.3065,3030000.0,3170000.0,0.9,6.06,1.1,-3.54,1.575504e+18,1390000000.0,15790000000.0,11.36,2.44,1.574208e+18,1.5462144e+18,355130000.0,1.11,0.056799999999999996,10.64,3710000000.0,,,584750000.0,6930000000.0,1.5698016e+18,-1260000000.0,1140000000.0,0.1565,-5.48,,3.21,1.07,-0.19460000000000002,,0.01,0.0408,-0.3788,6460000000.0,18.18,0.12560000000000002,355810000.0,,,16920000.0,,,11570000.0,,,0.0535,,,0.0475,,,4.45,389000000.0,1.09,9020000000.0,383.34,1.4,0.0716,,NLSN,Nielsen Holdings,Industrials
281,NSC,0.0017000000000000001,0.7591,187.69,2.15,189.4,211.46,138.65,0.12380000000000001,1340000.0,1550000.0,1.36,58.44,0.73,10.27,1.575936e+18,5300000000.0,62680000000.0,11.82,5.45,1.57248e+18,1.5462144e+18,260370000.0,3.76,0.0194,16.73,5090000000.0,8.764416e+17,1/3,1090000000.0,49560000000.0,1.5698016e+18,2750000000.0,3840000000.0,0.36229999999999996,1.87,0.3372,3.25,4.31,0.2398,-0.064,-0.036000000000000004,0.0706,0.1796,11500000000.0,43.23,0.12560000000000002,263410000.00000003,,,4240000.0,,,3460000.0,,,0.016,,,0.0163,,,2.46,452000000.0,1.73,12680000000.0,83.19,3.46,0.0179,18.5,NSC,Norfolk Southern Corp.,Industrials
282,NOC,0.0054,0.8534,345.09,1.53,351.82,383.89,223.63,0.3454,759400.0,1050000.0,0.78,57.68,1.29,17.62,1.5766272e+18,5020000000.0,73990000000.0,14.74,2.22,1.5749856e+18,1.5462144e+18,167780000.0,5.28,0.015,14.83,6820000000.0,1.3015296e+18,9035/10000,1900000000.0,57590000000.0,1.5698016e+18,3010000000.0,4210000000.0,0.1207,2.26,0.2849,5.92,1.73,0.0906,-0.25,0.048,0.064,0.32,33280000000.0,195.54,0.12560000000000002,168530000.0,,,1780000.0,,,2100000.0,,,0.0117,,,0.0105,,,1.58,1130000000.0,6.69,15830000000.0,162.72,5.04,0.0143,19.39,NOC,Northrop Grumman Corp.,Industrials
283,PCAR,0.0219,0.6476999999999999,70.84,1.58,77.56,82.25,53.43,0.3315,1160000.0,1710000.0,1.31,28.82,4.76,6.99,1.5753312e+18,3550000000.0,34430000000.0,9.69,1.34,1.5731712e+18,1.5462144e+18,339320000.0,1.28,0.015700000000000002,14.75,3520000000.0,1.1919744e+18,2/3,-312500.0,27910000000.0,1.5698016e+18,2430000000.0,2980000000.0,0.1199,-4.45,0.17739999999999997,2.8,1.08,0.0945,0.115,0.106,0.073,0.2545,25760000000.0,74.14,0.12560000000000002,345870000.0,,,6440000.0,,,8890000.0,,,0.0189,,,0.018600000000000002,,,3.4,4640000000.0,13.42,10930000000.0,109.66,1.24,0.0152,11.55,PCAR,PACCAR Inc.,Industrials
284,PH,0.004,0.8461,174.49,1.86,192.92,202.3,140.82,0.1348,876640.0,859000.0,1.55,47.46,1.96,11.29,1.5755904e+18,2480000000.0,30870000000.0,12.43,2.18,1.5730848e+18,1.5618528e+18,126580000.0,3.52,0.0177,16.76,3630000000.0,1.1912832e+18,2/3,1510000000.0,25370000000.0,1.5698016e+18,1480000000.0,2020000000.0,0.14470000000000002,3.35,0.29050000000000004,4.16,1.79,0.1041,-0.098,-0.042,0.0733,0.24180000000000001,14180000000.0,109.87,0.12560000000000002,128470000.0,,,2270000.0,,,1670000.0,,,0.0177,,,0.0176,,,2.32,3910000000.0,30.43,9240000000.0,151.4,3.28,0.0165,17.49,PH,Parker-Hannifin,Industrials
285,PNR,0.006500000000000001,0.9201,38.04,2.2,41.97,45.7,34.5,0.0435,780680.0,1060000.0,1.12,11.12,1.44,2.04,1.5725664e+18,533799999.99999994,8539999999.999999,16.0,2.9,1.5712704e+18,1.5462144e+18,166980000.0,0.72,0.016200000000000003,17.17,1050000000.0,1.5251328e+18,1000/1489,310090000.0,7360000000.0,1.5698016e+18,353000000.0,419200000.0,0.15380000000000002,3.85,0.34880000000000005,3.94,2.5,0.1192,-0.162,0.003,0.0717,0.1883,2940000000.0,17.26,0.12560000000000002,168050000.0,,,3550000.0,,,3100000.0,,,0.0233,,,0.0211,,,2.98,113200000.0,0.67,1200000000.0,64.29,0.71,0.0161,21.47,PNR,Pentair Ltd.,Industrials
286,PWR,0.0075,0.9202,37.73,,41.75,44.09,27.9,0.16219999999999998,768200.0,1300000.0,1.23,27.46,1.83,2.3,1.5710976e+18,898290000.0,8029999999.999999,8.94,0.66,1.5698016e+18,1.5462144e+18,141050000.0,0.16,0.0038,10.69,1480000000.0,9.553248e+17,2/3,-167370000.0,5890000000.0,1.5698016e+18,340720000.0,36920000.0,0.0521,0.92,0.0693,1.51,0.49,0.0281,0.092,0.12300000000000001,0.0492,0.08900000000000001,12110000000.0,82.6,0.12560000000000002,142290000.0,,,6100000.0,,,5740000.0,,,0.048600000000000004,,,0.0429,,,4.19,80040000.0,0.56,2180000000.0,55.71,0.16,0.0038,17.97,PWR,Quanta Services Inc.,Industrials
287,RTN,0.0018,0.7692,191.2,1.97,212.1,220.03,144.27,0.2577,1250000.0,1550000.0,0.89,46.63,1.54,11.69,1.5803424e+18,4520000000.0,63980000000.0,14.16,2.23,1.5783552e+18,1.5462144e+18,277790000.0,3.77,0.0173,16.47,7490000000.0,8.144928e+17,1/2,1640000000.0,59610000000.0,1.5697152e+18,3290000000.0,4120000000.0,0.1393,1.43,0.3097,4.59,2.08,0.11470000000000001,0.335,0.094,0.07940000000000001,0.2593,28690000000.0,102.02,0.12560000000000002,278480000.0,,,5870000.0,,,4520000.0,,,0.0211,,,0.0211,,,3.87,2650000000.0,9.5,5650000000.0,42.14,3.69,0.017,18.32,RTN,Raytheon Co.,Industrials
288,RSG,0.0017000000000000001,0.9687000000000001,87.05,2.18,86.94,90.62,68.94,0.1461,1150000.0,1000000.0,0.5,24.97,0.49,3.36,1.5790464e+18,2820000000.0,37170000000.0,13.16,3.63,1.5777504e+18,1.5462144e+18,209810000.0,1.62,0.0183,25.2,3850000000.0,1.1742624e+18,2/3,870720000.0,27990000000.0,1.5698016e+18,1080000000.0,2280000000.0,0.16829999999999998,3.21,0.4554,3.51,2.73,0.1058,0.132,0.032,0.0493,0.1365,10250000000.0,31.82,0.12560000000000002,319140000.0,,,2880000.0,,,2980000.0,,,0.013600000000000001,,,0.009000000000000001,,,2.91,55600000.0,0.17,8940000000.0,112.0,1.53,0.0173,26.08,RSG,Republic Services Inc,Industrials
289,RHI,0.0278,0.9778,56.34,1.79,57.48,69.08,51.9,-0.0743,659560.0,996680.0,1.34,9.75,1.67,3.87,1.5761952e+18,686820000.0,6600000000.0,9.6,1.1,1.5743808e+18,1.5462144e+18,110700000.0,1.24,0.0213,14.06,2410000000.0,9.608544e+17,1/2,382750000.0,6720000000.0,1.5698016e+18,455160000.0,562050000.0,0.1032,2.53,0.3127,5.94,1.12,0.0756,0.017,0.059000000000000004,0.1786,0.408,6020000000.0,51.52,0.12560000000000002,116100000.0,,,10670000.0,,,11200000.0,,,0.1057,,,0.0919,,,10.85,312740000.0,2.74,272130000.0,24.48,1.21,0.020800000000000003,14.96,RHI,Robert Half International,Industrials
290,ROK,0.006500000000000001,0.7803,164.09,2.14,182.69,207.11,141.46,0.0999,687760.0,950340.0,1.41,3.49,1.54,5.83,1.575936e+18,1510000000.0,23830000000.0,15.75,3.56,1.5731712e+18,1.5698016e+18,114700000.0,4.08,0.020800000000000003,20.53,2900000000.0,5.453568e+17,1/2,801890000.0,22410000000.0,1.5698016e+18,695100000.0,1180000000.0,0.2048,3.74,0.6655,55.52,3.35,0.1039,-0.9770000000000001,0.0,0.1385,0.6883,6690000000.0,56.59,0.12560000000000002,115550000.0,,,2300000.0,,,2830000.0,,,,,,0.0178,,,2.06,1060000000.0,9.16,2260000000.0,558.36,3.88,0.0198,33.27,ROK,Rockwell Automation Inc.,Industrials
291,ROP,0.0226,0.9484,355.89,0.56,343.6,385.51,245.59,0.197,519880.0,555910.0,1.11,82.37,1.08,11.01,1.5797376e+18,1860000000.0,43660000000.0,23.5,8.16,1.5784416e+18,1.5462144e+18,103480000.0,2.05,0.005699999999999999,25.81,3280000000.0,1.1252736e+18,1/2,1340000000.0,36820000000.0,1.5698016e+18,1150000000.0,1460000000.0,0.2738,4.98,0.168,4.3,6.88,0.2158,0.121,0.027000000000000003,0.055400000000000005,0.1431,5350000000.0,51.6,0.12560000000000002,104060000.0,,,2380000.0,,,2110000.0,,,0.031000000000000003,,,0.0229,,,4.09,323000000.0,3.1,6480000000.0,75.65,1.85,0.0051,32.13,ROP,Roper Technologies,Industrials
292,LUV,0.0029,0.8193000000000001,53.06,0.85,56.48,58.77,44.28,0.0601,1800000.0,3470000.0,1.48,18.87,0.65,4.45,1.5784416e+18,4190000000.0000005,30720000000.0,7.33,1.37,1.575936e+18,1.5462144e+18,512750000.0,0.72,0.0125,11.44,7080000000.0,9.822816e+17,2/3,2160000000.0,29850000000.0,1.5698016e+18,2440000000.0,4150000000.0000005,0.1389,1.21,0.1528,3.01,1.33,0.109,0.07200000000000001,0.011000000000000001,0.0729,0.24309999999999998,22400000000.0,41.03,0.12560000000000002,526280000.0,,,13620000.0,,,9030000.0,,,0.034100000000000005,,,0.0259,,,3.58,4019999999.9999995,7.63,4410000000.0,44.36,0.68,0.0118,12.73,LUV,Southwest Airlines,Industrials
293,SRCL,0.0124,1.0416,49.66,,58.44,64.89,34.36,0.322,699480.0,825720.0,1.25,27.15,0.94,-4.91,,670400000.0,8840000000.0,13.19,2.63,,1.5462144e+18,90030000.0,,,21.71,1390000000.0,1.180656e+18,1/2,257540000.00000003,5780000000.0,1.5698016e+18,-445900000.0,277000000.0,0.1189,3.04,0.0,2.33,1.72,-0.1326,,-0.026000000000000002,0.0368,-0.1649,3360000000.0,36.97,0.12560000000000002,91130000.0,,,11350000.0,,,13840000.0,,,0.1423,,,0.12460000000000002,,,12.39,30800000.0,0.34,3140000000.0,126.84,,,,SRCL,Stericycle Inc,Industrials
